timestamp,hour,day_of_week,tier,load_state,ina219_voltage,acs712_current,acs712_voltage,acs712_adc,power_watts,solar_production,solar_voltage,solar_current,battery_soc,total_load_power,cloud_cover,weather,classification
2025-11-22 16:15:37,16,5,1,1,12.26,2.419,1.945,603,29.66,420.43,47.96,8.77,75.7,58.07,0.6,Sunny,NORMAL
2025-11-22 16:15:37,16,5,2,1,12.0,1.645,1.851,573,19.74,420.43,47.96,8.77,75.7,58.07,0.6,Sunny,NORMAL
2025-11-22 16:15:37,16,5,3,1,11.6,0.748,1.741,539,8.67,420.43,47.96,8.77,75.7,58.07,0.6,Sunny,NORMAL
2025-11-22 16:20:37,16,5,1,1,11.53,1.735,1.862,577,19.99,478.53,48.13,9.94,75.8,50.61,0.6,Sunny,NORMAL
2025-11-22 16:20:37,16,5,2,1,12.49,1.254,1.803,558,15.66,478.53,48.13,9.94,75.8,50.61,0.6,Sunny,NORMAL
2025-11-22 16:20:37,16,5,3,1,12.03,1.243,1.802,558,14.96,478.53,48.13,9.94,75.8,50.61,0.6,Sunny,NORMAL
2025-11-22 16:25:37,16,5,1,1,11.59,1.363,1.816,563,15.79,524.78,47.75,10.99,75.9,32.83,0.6,Sunny,NORMAL
2025-11-22 16:25:37,16,5,2,1,12.36,1.378,1.818,563,17.03,524.78,47.75,10.99,75.9,32.83,0.6,Sunny,NORMAL
2025-11-22 16:25:37,16,5,3,0,0.0,0.0,1.65,511,0.0,524.78,47.75,10.99,75.9,32.83,0.6,Sunny,NORMAL
2025-11-22 16:30:37,16,5,1,1,11.62,2.142,1.912,592,24.9,527.21,48.57,10.86,76.0,53.4,0.6,Sunny,NORMAL
2025-11-22 16:30:37,16,5,2,1,12.08,1.367,1.817,563,16.51,527.21,48.57,10.86,76.0,53.4,0.6,Sunny,NORMAL
2025-11-22 16:30:37,16,5,3,1,11.58,1.036,1.776,550,11.99,527.21,48.57,10.86,76.0,53.4,0.6,Sunny,NORMAL
2025-11-22 16:35:37,16,5,1,1,11.61,1.65,1.851,573,19.16,502.89,47.99,10.48,76.0,26.01,0.6,Sunny,NORMAL
2025-11-22 16:35:37,16,5,2,0,0.0,0.0,1.65,511,0.0,502.89,47.99,10.48,76.0,26.01,0.6,Sunny,NORMAL
2025-11-22 16:35:37,16,5,3,1,12.19,0.562,1.719,532,6.85,502.89,47.99,10.48,76.0,26.01,0.6,Sunny,NORMAL
2025-11-22 16:40:37,16,5,1,1,11.59,1.834,1.874,580,21.24,562.41,48.47,11.6,76.1,52.66,0.6,Sunny,NORMAL
2025-11-22 16:40:37,16,5,2,1,11.95,1.72,1.86,576,20.56,562.41,48.47,11.6,76.1,52.66,0.6,Sunny,NORMAL
2025-11-22 16:40:37,16,5,3,1,12.03,0.902,1.76,545,10.86,562.41,48.47,11.6,76.1,52.66,0.6,Sunny,NORMAL
2025-11-22 16:45:37,16,5,1,1,12.3,1.718,1.86,576,21.13,493.37,47.61,10.36,76.2,38.91,0.6,Sunny,NORMAL
2025-11-22 16:45:37,16,5,2,1,11.81,1.506,1.834,568,17.79,493.37,47.61,10.36,76.2,38.91,0.6,Sunny,NORMAL
2025-11-22 16:45:37,16,5,3,0,0.0,0.0,1.65,511,0.0,493.37,47.61,10.36,76.2,38.91,0.6,Sunny,NORMAL
2025-11-22 16:50:37,16,5,1,1,11.94,1.846,1.875,581,22.03,500.54,47.41,10.56,76.2,48.64,0.6,Sunny,NORMAL
2025-11-22 16:50:37,16,5,2,1,12.22,1.298,1.808,560,15.85,500.54,47.41,10.56,76.2,48.64,0.6,Sunny,NORMAL
2025-11-22 16:50:37,16,5,3,1,11.63,0.925,1.763,546,10.76,500.54,47.41,10.56,76.2,48.64,0.6,Sunny,NORMAL
2025-11-22 16:55:37,16,5,1,1,12.17,1.908,1.883,583,23.22,476.97,47.41,10.06,76.3,34.59,0.6,Sunny,NORMAL
2025-11-22 16:55:37,16,5,2,0,0.0,0.0,1.65,511,0.0,476.97,47.41,10.06,76.3,34.59,0.6,Sunny,NORMAL
2025-11-22 16:55:37,16,5,3,1,11.69,0.973,1.769,548,11.37,476.97,47.41,10.06,76.3,34.59,0.6,Sunny,NORMAL
2025-11-22 17:00:37,17,5,1,1,11.77,2.48,1.953,605,29.18,327.52,48.01,6.82,76.3,83.07,0.6,Sunny,NORMAL
2025-11-22 17:00:37,17,5,2,0,0.0,0.0,1.65,511,0.0,327.52,48.01,6.82,76.3,83.07,0.6,Sunny,NORMAL
2025-11-22 17:00:37,17,5,3,1,12.14,4.44,2.192,679,53.88,327.52,48.01,6.82,76.3,83.07,0.6,Sunny,ANOMALY
2025-11-22 17:05:37,17,5,1,1,11.87,3.207,2.042,632,38.09,255.28,47.62,5.36,76.4,70.96,0.6,Sunny,NORMAL
2025-11-22 17:05:37,17,5,2,1,11.98,1.652,1.852,574,19.8,255.28,47.62,5.36,76.4,70.96,0.6,Sunny,NORMAL
2025-11-22 17:05:37,17,5,3,1,12.0,1.089,1.783,552,13.08,255.28,47.62,5.36,76.4,70.96,0.6,Sunny,NORMAL
2025-11-22 17:10:37,17,5,1,1,12.12,3.468,2.073,642,42.01,209.63,47.96,4.37,76.4,76.53,0.6,Sunny,NORMAL
2025-11-22 17:10:37,17,5,2,1,12.43,1.818,1.872,580,22.6,209.63,47.96,4.37,76.4,76.53,0.6,Sunny,NORMAL
2025-11-22 17:10:37,17,5,3,1,12.09,0.986,1.77,548,11.92,209.63,47.96,4.37,76.4,76.53,0.6,Sunny,NORMAL
2025-11-22 17:15:37,17,5,1,1,11.91,5.0,2.26,700,59.53,305.91,47.32,6.47,76.4,98.84,0.6,Sunny,ANOMALY
2025-11-22 17:15:37,17,5,2,1,12.41,1.591,1.844,571,19.74,305.91,47.32,6.47,76.4,98.84,0.6,Sunny,NORMAL
2025-11-22 17:15:37,17,5,3,1,12.1,1.617,1.847,572,19.57,305.91,47.32,6.47,76.4,98.84,0.6,Sunny,NORMAL
2025-11-22 17:20:37,17,5,1,1,12.49,5.0,2.26,700,62.43,208.48,47.57,4.38,76.4,62.43,0.6,Sunny,ANOMALY
2025-11-22 17:20:37,17,5,2,0,0.0,0.0,1.65,511,0.0,208.48,47.57,4.38,76.4,62.43,0.6,Sunny,NORMAL
2025-11-22 17:20:37,17,5,3,0,0.0,0.0,1.65,511,0.0,208.48,47.57,4.38,76.4,62.43,0.6,Sunny,NORMAL
2025-11-22 17:25:37,17,5,1,1,11.98,3.569,2.086,646,42.74,234.7,48.52,4.84,76.5,62.78,0.6,Sunny,NORMAL
2025-11-22 17:25:37,17,5,2,1,11.63,1.723,1.86,576,20.04,234.7,48.52,4.84,76.5,62.78,0.6,Sunny,NORMAL
2025-11-22 17:25:37,17,5,3,0,0.0,0.0,1.65,511,0.0,234.7,48.52,4.84,76.5,62.78,0.6,Sunny,NORMAL
2025-11-22 17:30:37,17,5,1,1,11.57,3.404,2.066,640,39.37,173.81,48.44,3.59,76.5,54.91,0.6,Sunny,NORMAL
2025-11-22 17:30:37,17,5,2,0,0.0,0.0,1.65,511,0.0,173.81,48.44,3.59,76.5,54.91,0.6,Sunny,NORMAL
2025-11-22 17:30:37,17,5,3,1,12.33,1.261,1.804,559,15.55,173.81,48.44,3.59,76.5,54.91,0.6,Sunny,NORMAL
2025-11-22 17:35:37,17,5,1,1,12.05,2.335,1.935,599,28.14,278.07,48.44,5.74,76.5,70.54,0.6,Sunny,NORMAL
2025-11-22 17:35:37,17,5,2,1,11.52,2.347,1.937,600,27.05,278.07,48.44,5.74,76.5,70.54,0.6,Sunny,NORMAL
2025-11-22 17:35:37,17,5,3,1,12.3,1.249,1.802,558,15.36,278.07,48.44,5.74,76.5,70.54,0.6,Sunny,NORMAL
2025-11-22 17:40:37,17,5,1,1,12.47,3.556,2.084,646,44.36,268.58,48.84,5.5,76.5,85.62,0.6,Sunny,NORMAL
2025-11-22 17:40:37,17,5,2,1,12.43,1.516,1.835,568,18.85,268.58,48.84,5.5,76.5,85.62,0.6,Sunny,NORMAL
2025-11-22 17:40:37,17,5,3,1,12.28,1.825,1.873,580,22.41,268.58,48.84,5.5,76.5,85.62,0.6,Sunny,NORMAL
2025-11-22 17:45:37,17,5,1,1,12.01,3.403,2.066,640,40.89,216.24,48.47,4.46,76.6,64.38,0.6,Sunny,NORMAL
2025-11-22 17:45:37,17,5,2,0,0.0,0.0,1.65,511,0.0,216.24,48.47,4.46,76.6,64.38,0.6,Sunny,NORMAL
2025-11-22 17:45:37,17,5,3,1,12.38,1.898,1.882,583,23.49,216.24,48.47,4.46,76.6,64.38,0.6,Sunny,NORMAL
2025-11-22 17:50:37,17,5,1,1,11.82,3.15,2.035,630,37.23,240.15,47.48,5.06,76.6,76.95,0.6,Sunny,NORMAL
2025-11-22 17:50:37,17,5,2,1,11.97,2.278,1.928,597,27.26,240.15,47.48,5.06,76.6,76.95,0.6,Sunny,NORMAL
2025-11-22 17:50:37,17,5,3,1,11.95,1.043,1.777,550,12.46,240.15,47.48,5.06,76.6,76.95,0.6,Sunny,NORMAL
2025-11-22 17:55:37,17,5,1,1,11.56,2.475,1.952,605,28.61,338.06,48.42,6.98,76.6,47.58,0.6,Sunny,NORMAL
2025-11-22 17:55:37,17,5,2,1,12.1,1.568,1.841,570,18.97,338.06,48.42,6.98,76.6,47.58,0.6,Sunny,NORMAL
2025-11-22 17:55:37,17,5,3,0,0.0,0.0,1.65,511,0.0,338.06,48.42,6.98,76.6,47.58,0.6,Sunny,NORMAL
2025-11-22 18:00:37,18,5,1,1,12.08,2.812,1.993,617,33.97,0.0,0.0,0.0,76.6,62.06,0.6,Sunny,NORMAL
2025-11-22 18:00:37,18,5,2,1,12.19,1.487,1.832,567,18.12,0.0,0.0,0.0,76.6,62.06,0.6,Sunny,NORMAL
2025-11-22 18:00:37,18,5,3,1,12.13,0.823,1.75,542,9.97,0.0,0.0,0.0,76.6,62.06,0.6,Sunny,NORMAL
2025-11-22 18:05:37,18,5,1,1,11.61,5.0,2.26,700,58.06,0.0,0.0,0.0,76.6,109.32,0.6,Sunny,ANOMALY
2025-11-22 18:05:37,18,5,2,1,12.42,2.351,1.937,600,29.19,0.0,0.0,0.0,76.6,109.32,0.6,Sunny,NORMAL
2025-11-22 18:05:37,18,5,3,1,12.22,1.807,1.871,579,22.07,0.0,0.0,0.0,76.6,109.32,0.6,Sunny,NORMAL
2025-11-22 18:10:37,18,5,1,1,11.8,2.659,1.975,612,31.38,0.0,0.0,0.0,76.6,78.88,0.6,Sunny,NORMAL
2025-11-22 18:10:37,18,5,2,1,11.63,2.207,1.919,595,25.66,0.0,0.0,0.0,76.6,78.88,0.6,Sunny,NORMAL
2025-11-22 18:10:37,18,5,3,1,11.76,1.857,1.877,581,21.84,0.0,0.0,0.0,76.6,78.88,0.6,Sunny,NORMAL
2025-11-22 18:15:37,18,5,1,1,11.74,3.066,2.024,627,36.0,0.0,0.0,0.0,76.6,79.14,0.6,Sunny,NORMAL
2025-11-22 18:15:37,18,5,2,1,12.1,2.282,1.929,597,27.61,0.0,0.0,0.0,76.6,79.14,0.6,Sunny,NORMAL
2025-11-22 18:15:37,18,5,3,1,12.36,1.257,1.803,559,15.53,0.0,0.0,0.0,76.6,79.14,0.6,Sunny,NORMAL
2025-11-22 18:20:37,18,5,1,1,11.96,5.0,2.26,700,59.82,0.0,0.0,0.0,76.6,82.91,0.6,Sunny,ANOMALY
2025-11-22 18:20:37,18,5,2,1,11.75,1.965,1.89,585,23.09,0.0,0.0,0.0,76.6,82.91,0.6,Sunny,NORMAL
2025-11-22 18:20:37,18,5,3,0,0.0,0.0,1.65,511,0.0,0.0,0.0,0.0,76.6,82.91,0.6,Sunny,NORMAL
2025-11-22 18:25:37,18,5,1,1,12.03,2.423,1.946,603,29.14,81.93,48.56,1.69,76.6,58.02,0.6,Sunny,NORMAL
2025-11-22 18:25:37,18,5,2,1,12.13,2.381,1.941,601,28.87,81.93,48.56,1.69,76.6,58.02,0.6,Sunny,NORMAL
2025-11-22 18:25:37,18,5,3,0,0.0,0.0,1.65,511,0.0,81.93,48.56,1.69,76.6,58.02,0.6,Sunny,NORMAL
2025-11-22 18:30:37,18,5,1,1,11.58,3.07,2.025,627,35.57,7.6,48.82,0.16,76.6,35.57,0.6,Sunny,NORMAL
2025-11-22 18:30:37,18,5,2,0,0.0,0.0,1.65,511,0.0,7.6,48.82,0.16,76.6,35.57,0.6,Sunny,NORMAL
2025-11-22 18:30:37,18,5,3,0,0.0,0.0,1.65,511,0.0,7.6,48.82,0.16,76.6,35.57,0.6,Sunny,NORMAL
2025-11-22 18:35:37,18,5,1,1,12.1,3.153,2.035,630,38.14,86.61,47.61,1.82,76.6,76.3,0.6,Sunny,NORMAL
2025-11-22 18:35:37,18,5,2,1,12.43,1.707,1.858,576,21.23,86.61,47.61,1.82,76.6,76.3,0.6,Sunny,NORMAL
2025-11-22 18:35:37,18,5,3,1,11.58,1.462,1.828,566,16.93,86.61,47.61,1.82,76.6,76.3,0.6,Sunny,NORMAL
2025-11-22 18:40:37,18,5,1,1,12.24,2.33,1.934,599,28.52,27.94,48.39,0.58,76.6,37.02,0.6,Sunny,NORMAL
2025-11-22 18:40:37,18,5,2,0,0.0,0.0,1.65,511,0.0,27.94,48.39,0.58,76.6,37.02,0.6,Sunny,NORMAL
2025-11-22 18:40:37,18,5,3,1,12.24,0.694,1.735,537,8.5,27.94,48.39,0.58,76.6,37.02,0.6,Sunny,NORMAL
2025-11-22 18:45:37,18,5,1,1,12.35,3.084,2.027,628,38.1,42.52,47.29,0.9,76.6,82.69,0.6,Sunny,NORMAL
2025-11-22 18:45:37,18,5,2,1,12.49,1.847,1.876,581,23.08,42.52,47.29,0.9,76.6,82.69,0.6,Sunny,NORMAL
2025-11-22 18:45:37,18,5,3,1,11.57,1.861,1.877,581,21.52,42.52,47.29,0.9,76.6,82.69,0.6,Sunny,NORMAL
2025-11-22 18:50:37,18,5,1,1,12.38,2.348,1.937,600,29.07,0.0,0.0,0.0,76.5,67.27,0.6,Sunny,NORMAL
2025-11-22 18:50:37,18,5,2,1,12.24,2.328,1.934,599,28.48,0.0,0.0,0.0,76.5,67.27,0.6,Sunny,NORMAL
2025-11-22 18:50:37,18,5,3,1,11.53,0.843,1.753,543,9.72,0.0,0.0,0.0,76.5,67.27,0.6,Sunny,NORMAL
2025-11-22 18:55:37,18,5,1,1,11.83,2.072,1.903,589,24.5,31.09,47.76,0.65,76.5,24.5,0.6,Sunny,NORMAL
2025-11-22 18:55:37,18,5,2,0,0.0,0.0,1.65,511,0.0,31.09,47.76,0.65,76.5,24.5,0.6,Sunny,NORMAL
2025-11-22 18:55:37,18,5,3,0,0.0,0.0,1.65,511,0.0,31.09,47.76,0.65,76.5,24.5,0.6,Sunny,NORMAL
2025-11-22 19:00:37,19,5,1,1,12.4,3.691,2.101,651,45.78,0.0,0.0,0.0,76.5,64.44,0.6,Sunny,NORMAL
2025-11-22 19:00:37,19,5,2,0,0.0,0.0,1.65,511,0.0,0.0,0.0,0.0,76.5,64.44,0.6,Sunny,NORMAL
2025-11-22 19:00:37,19,5,3,1,11.62,1.606,1.846,572,18.66,0.0,0.0,0.0,76.5,64.44,0.6,Sunny,NORMAL
2025-11-22 19:05:37,19,5,1,1,12.16,3.033,2.02,626,36.89,0.0,0.0,0.0,76.5,76.82,0.6,Sunny,NORMAL
2025-11-22 19:05:37,19,5,2,1,12.4,2.013,1.896,587,24.97,0.0,0.0,0.0,76.5,76.82,0.6,Sunny,NORMAL
2025-11-22 19:05:37,19,5,3,1,12.4,1.207,1.797,557,14.96,0.0,0.0,0.0,76.5,76.82,0.6,Sunny,NORMAL
2025-11-22 19:10:37,19,5,1,1,11.8,2.291,1.93,598,27.04,0.0,0.0,0.0,76.5,63.01,0.6,Sunny,NORMAL
2025-11-22 19:10:37,19,5,2,1,11.82,1.483,1.831,567,17.53,0.0,0.0,0.0,76.5,63.01,0.6,Sunny,NORMAL
2025-11-22 19:10:37,19,5,3,1,11.87,1.554,1.84,570,18.44,0.0,0.0,0.0,76.5,63.01,0.6,Sunny,NORMAL
2025-11-22 19:15:37,19,5,1,1,12.26,2.872,2.001,620,35.22,0.0,0.0,0.0,76.5,49.84,0.6,Sunny,NORMAL
2025-11-22 19:15:37,19,5,2,0,0.0,0.0,1.65,511,0.0,0.0,0.0,0.0,76.5,49.84,0.6,Sunny,NORMAL
2025-11-22 19:15:37,19,5,3,1,12.25,1.194,1.796,556,14.62,0.0,0.0,0.0,76.5,49.84,0.6,Sunny,NORMAL
2025-11-22 19:20:37,19,5,1,1,11.6,3.365,2.061,638,39.02,0.0,0.0,0.0,76.5,52.98,0.6,Sunny,NORMAL
2025-11-22 19:20:37,19,5,2,0,0.0,0.0,1.65,511,0.0,0.0,0.0,0.0,76.5,52.98,0.6,Sunny,NORMAL
2025-11-22 19:20:37,19,5,3,1,11.53,1.211,1.798,557,13.96,0.0,0.0,0.0,76.5,52.98,0.6,Sunny,NORMAL
2025-11-22 19:25:37,19,5,1,1,11.62,2.144,1.912,592,24.9,0.0,0.0,0.0,76.5,76.48,0.6,Sunny,NORMAL
2025-11-22 19:25:37,19,5,2,1,11.76,2.569,1.964,608,30.21,0.0,0.0,0.0,76.5,76.48,0.6,Sunny,NORMAL
2025-11-22 19:25:37,19,5,3,1,12.32,1.734,1.862,577,21.37,0.0,0.0,0.0,76.5,76.48,0.6,Sunny,NORMAL
2025-11-22 19:30:37,19,5,1,1,12.31,2.809,1.993,617,34.58,0.0,0.0,0.0,76.5,55.94,0.6,Sunny,NORMAL
2025-11-22 19:30:37,19,5,2,1,11.54,1.852,1.876,581,21.36,0.0,0.0,0.0,76.5,55.94,0.6,Sunny,NORMAL
2025-11-22 19:30:37,19,5,3,0,0.0,0.0,1.65,511,0.0,0.0,0.0,0.0,76.5,55.94,0.6,Sunny,NORMAL
2025-11-22 19:35:37,19,5,1,1,12.21,3.367,2.061,638,41.1,0.0,0.0,0.0,76.5,77.99,0.6,Sunny,NORMAL
2025-11-22 19:35:37,19,5,2,1,12.02,1.64,1.85,573,19.72,0.0,0.0,0.0,76.5,77.99,0.6,Sunny,NORMAL
2025-11-22 19:35:37,19,5,3,1,11.6,1.48,1.831,567,17.17,0.0,0.0,0.0,76.5,77.99,0.6,Sunny,NORMAL
2025-11-22 19:40:37,19,5,1,1,11.72,5.0,2.26,700,58.61,0.0,0.0,0.0,76.4,96.11,0.6,Sunny,ANOMALY
2025-11-22 19:40:37,19,5,2,1,11.75,1.744,1.863,577,20.5,0.0,0.0,0.0,76.4,96.11,0.6,Sunny,NORMAL
2025-11-22 19:40:37,19,5,3,1,12.23,1.39,1.82,564,17.0,0.0,0.0,0.0,76.4,96.11,0.6,Sunny,NORMAL
2025-11-22 19:45:37,19,5,1,1,11.61,3.31,2.054,636,38.44,0.0,0.0,0.0,76.4,74.84,0.6,Sunny,NORMAL
2025-11-22 19:45:37,19,5,2,1,12.37,2.062,1.902,589,25.5,0.0,0.0,0.0,76.4,74.84,0.6,Sunny,NORMAL
2025-11-22 19:45:37,19,5,3,1,12.39,0.88,1.757,544,10.9,0.0,0.0,0.0,76.4,74.84,0.6,Sunny,NORMAL
2025-11-22 19:50:37,19,5,1,1,12.1,3.393,2.064,639,41.05,0.0,0.0,0.0,76.4,76.12,0.6,Sunny,NORMAL
2025-11-22 19:50:37,19,5,2,1,11.88,1.717,1.86,576,20.39,0.0,0.0,0.0,76.4,76.12,0.6,Sunny,NORMAL
2025-11-22 19:50:37,19,5,3,1,11.95,1.228,1.8,557,14.68,0.0,0.0,0.0,76.4,76.12,0.6,Sunny,NORMAL
2025-11-22 19:55:37,19,5,1,1,12.45,2.986,2.015,624,37.17,0.0,0.0,0.0,76.4,73.73,0.6,Sunny,NORMAL
2025-11-22 19:55:37,19,5,2,1,12.37,1.646,1.851,573,20.36,0.0,0.0,0.0,76.4,73.73,0.6,Sunny,NORMAL
2025-11-22 19:55:37,19,5,3,1,11.83,1.368,1.817,563,16.19,0.0,0.0,0.0,76.4,73.73,0.6,Sunny,NORMAL
2025-11-22 20:00:37,20,5,1,1,11.73,3.401,2.065,640,39.88,0.0,0.0,0.0,76.4,51.75,0.6,Sunny,NORMAL
2025-11-22 20:00:37,20,5,2,0,0.0,0.0,1.65,511,0.0,0.0,0.0,0.0,76.4,51.75,0.6,Sunny,NORMAL
2025-11-22 20:00:37,20,5,3,1,12.35,0.962,1.767,547,11.87,0.0,0.0,0.0,76.4,51.75,0.6,Sunny,NORMAL
2025-11-22 20:05:37,20,5,1,1,12.21,3.204,2.041,632,39.11,0.0,0.0,0.0,76.4,83.91,0.6,Sunny,NORMAL
2025-11-22 20:05:37,20,5,2,1,11.6,2.53,1.959,607,29.35,0.0,0.0,0.0,76.4,83.91,0.6,Sunny,NORMAL
2025-11-22 20:05:37,20,5,3,1,12.11,1.275,1.806,559,15.44,0.0,0.0,0.0,76.4,83.91,0.6,Sunny,NORMAL
2025-11-22 20:10:37,20,5,1,1,11.92,2.296,1.93,598,27.37,0.0,0.0,0.0,76.4,42.16,0.6,Sunny,NORMAL
2025-11-22 20:10:37,20,5,2,0,0.0,0.0,1.65,511,0.0,0.0,0.0,0.0,76.4,42.16,0.6,Sunny,NORMAL
2025-11-22 20:10:37,20,5,3,1,12.09,1.223,1.799,557,14.78,0.0,0.0,0.0,76.4,42.16,0.6,Sunny,NORMAL
2025-11-22 20:15:37,20,5,1,1,11.62,3.047,2.022,626,35.41,0.0,0.0,0.0,76.4,48.27,0.6,Sunny,NORMAL
2025-11-22 20:15:37,20,5,2,0,0.0,0.0,1.65,511,0.0,0.0,0.0,0.0,76.4,48.27,0.6,Sunny,NORMAL
2025-11-22 20:15:37,20,5,3,1,12.3,1.045,1.778,551,12.85,0.0,0.0,0.0,76.4,48.27,0.6,Sunny,NORMAL
2025-11-22 20:20:37,20,5,1,1,12.48,2.464,1.951,604,30.75,0.0,0.0,0.0,76.4,56.36,0.6,Sunny,NORMAL
2025-11-22 20:20:37,20,5,2,1,12.23,2.095,1.906,590,25.62,0.0,0.0,0.0,76.4,56.36,0.6,Sunny,NORMAL
2025-11-22 20:20:37,20,5,3,0,0.0,0.0,1.65,511,0.0,0.0,0.0,0.0,76.4,56.36,0.6,Sunny,NORMAL
2025-11-22 20:25:37,20,5,1,1,11.8,2.802,1.992,617,33.06,0.0,0.0,0.0,76.3,87.67,0.6,Sunny,NORMAL
2025-11-22 20:25:37,20,5,2,1,12.06,2.145,1.912,592,25.87,0.0,0.0,0.0,76.3,87.67,0.6,Sunny,NORMAL
2025-11-22 20:25:37,20,5,3,1,12.34,2.329,1.934,599,28.74,0.0,0.0,0.0,76.3,87.67,0.6,Sunny,ANOMALY
2025-11-22 20:30:37,20,5,1,1,11.63,2.548,1.961,607,29.64,0.0,0.0,0.0,76.3,60.94,0.6,Sunny,NORMAL
2025-11-22 20:30:37,20,5,2,1,11.95,1.69,1.856,575,20.2,0.0,0.0,0.0,76.3,60.94,0.6,Sunny,NORMAL
2025-11-22 20:30:37,20,5,3,1,12.09,0.918,1.762,546,11.09,0.0,0.0,0.0,76.3,60.94,0.6,Sunny,NORMAL
2025-11-22 20:35:37,20,5,1,1,12.47,2.592,1.966,609,32.32,0.0,0.0,0.0,76.3,45.8,0.6,Sunny,NORMAL
2025-11-22 20:35:37,20,5,2,0,0.0,0.0,1.65,511,0.0,0.0,0.0,0.0,76.3,45.8,0.6,Sunny,NORMAL
2025-11-22 20:35:37,20,5,3,1,12.45,1.083,1.782,552,13.48,0.0,0.0,0.0,76.3,45.8,0.6,Sunny,NORMAL
2025-11-22 20:40:37,20,5,1,1,11.65,2.58,1.965,609,30.04,0.0,0.0,0.0,76.3,69.13,0.6,Sunny,NORMAL
2025-11-22 20:40:37,20,5,2,1,11.68,2.151,1.913,592,25.13,0.0,0.0,0.0,76.3,69.13,0.6,Sunny,NORMAL
2025-11-22 20:40:37,20,5,3,1,12.33,1.132,1.788,554,13.96,0.0,0.0,0.0,76.3,69.13,0.6,Sunny,NORMAL
